gamesid,appName,appType,price,release_Date,rating,requiredAge,is_Multiplayer,steam_appid,average_forever,owners,achievement,ownersNumerical
7830,Men of War™,game,4.99,2009-05-06 00:00:00,80,0,1,7830,0,"200,000 .. 500,000",Yes,250000
7840,Death Track®: Resurrection,game,2.99,2009-05-06 00:00:00,53,0,0,7840,0,"20,000 .. 50,000",Yes,35000
7860,NecroVision,game,4.99,2009-05-20 00:00:00,63,0,1,7860,113,"100,000 .. 200,000",Yes,150000
7940,Call of Duty® 4: Modern Warfare®,game,19.99,2007-11-12 00:00:00,92,17,1,7940,1417,"1,000,000 .. 2,000,000",Yes,150000
8000,Tomb Raider: Anniversary,game,8.99,2007-06-05 00:00:00,83,0,0,8000,239,"500,000 .. 1,000,000",Yes,750000
8080,Kane and Lynch: Dead Men™,game,6.99,2007-12-13 00:00:00,67,17,1,8080,209,"200,000 .. 500,000",Yes,250000
8100,Conflict: Denied Ops,game,5.99,2008-02-08 00:00:00,58,17,0,8100,0,"50,000 .. 100,000",Yes,75000
8140,Tomb Raider: Underworld,game,8.99,2008-11-21 00:00:00,80,0,0,8140,313,"500,000 .. 1,000,000",Yes,750000
8170,Battlestations Pacific,game,8.99,2009-05-13 00:00:00,74,0,1,8170,132,"200,000 .. 500,000",Yes,250000
8190,Just Cause 2,game,14.99,2010-03-23 00:00:00,84,17,0,8190,519,"2,000,000 .. 5,000,000",Yes,3500000
8310,Bone: Out From Boneville,game,9.99,2008-06-17 00:00:00,68,0,0,8310,0,"100,000 .. 200,000",Yes,150000
8320,Bone: The Great Cow Race,game,9.99,2008-06-17 00:00:00,76,0,0,8320,0,"100,000 .. 200,000",Yes,150000
8330,Telltale Texas Hold ‘Em,game,2.99,2008-06-17 00:00:00,-1,0,0,8330,0,"100,000 .. 200,000",Yes,150000
8340,Strong Bad's Cool Game for Attractive People: Season 1,game,19.99,2008-12-18 00:00:00,82,0,0,8340,0,"100,000 .. 200,000",Yes,150000
8400,Geometry Wars: Retro Evolved,game,3.99,2007-06-18 00:00:00,76,0,0,8400,109,"100,000 .. 200,000",Yes,150000
8500,EVE Online,game,19.99,2010-12-15 00:00:00,88,0,1,8500,5123,"1,000,000 .. 2,000,000",Yes,150000
8600,RACE 07,game,3.99,2007-10-15 00:00:00,83,0,1,8600,1636,"1,000,000 .. 2,000,000",Yes,150000
8790,GTR 2 FIA GT Racing Game,game,7.99,2012-12-12 00:00:00,-1,0,1,8790,0,"50,000 .. 100,000",Yes,75000
8800,Civilization IV: Beyond the Sword,game,9.99,2007-07-24 00:00:00,86,0,0,8800,108,"1,000,000 .. 2,000,000",Yes,150000
8870,BioShock Infinite,game,29.99,2013-03-25 00:00:00,94,17,0,8870,614,"2,000,000 .. 5,000,000",Yes,3500000
8880,Freedom Force,game,4.99,2009-05-29 00:00:00,90,0,1,8880,16,"200,000 .. 500,000",Yes,250000
8890,Freedom Force vs. the Third Reich,game,4.99,2009-05-29 00:00:00,-1,0,1,8890,23,"200,000 .. 500,000",Yes,250000
8930,Sid Meier's Civilization® V,game,29.99,2010-09-21 00:00:00,90,0,1,8930,4760,"5,000,000 .. 10,000,000",Yes,7500000
8970,Axel & Pixel,game,4.99,2010-10-06 00:00:00,-1,0,0,8970,0,"20,000 .. 50,000",Yes,35000
9000,Spear of Destiny,game,4.99,2007-08-03 00:00:00,-1,0,0,9000,0,"200,000 .. 500,000",Yes,250000
9010,Return to Castle Wolfenstein,game,9.99,2007-08-03 00:00:00,88,0,1,9010,32,"200,000 .. 500,000",Yes,250000
9030,QUAKE Mission Pack 2: Dissolution of Eternity,game,4.99,2007-08-03 00:00:00,-1,0,1,9030,88,"200,000 .. 500,000",Yes,250000
9040,QUAKE Mission Pack 1: Scourge of Armagon,game,4.99,2007-08-03 00:00:00,-1,0,1,9040,129,"200,000 .. 500,000",Yes,250000
9050,DOOM 3,game,9.99,2007-08-03 00:00:00,87,17,1,9050,362,"200,000 .. 500,000",Yes,250000
9060,HeXen II,game,4.99,2007-08-03 00:00:00,-1,0,1,9060,10,"200,000 .. 500,000",Yes,250000
9160,Master Levels for Doom II,game,14.99,2007-08-03 00:00:00,-1,0,0,9160,7,"500,000 .. 1,000,000",Yes,750000
9180,Commander Keen,game,4.99,2007-08-03 00:00:00,-1,0,0,9180,145,"200,000 .. 500,000",Yes,250000
9200,RAGE,game,19.99,2011-10-03 00:00:00,79,17,1,9200,559,"1,000,000 .. 2,000,000",Yes,150000
9310,"Warhammer® 40,000: Dawn Of War® – Winter Assault",game,12.99,2007-08-07 00:00:00,-1,17,1,9310,213,"500,000 .. 1,000,000",Yes,750000
9340,Company of Heroes: Opposing Fronts,game,19.99,2007-09-24 00:00:00,87,18,1,9340,79,"2,000,000 .. 5,000,000",Yes,3500000
9350,Supreme Commander,game,14.99,2011-09-28 00:00:00,86,0,1,9350,306,"1,000,000 .. 2,000,000",Yes,150000
9420,Supreme Commander: Forged Alliance,game,14.99,2011-09-28 00:00:00,81,0,1,9420,803,"1,000,000 .. 2,000,000",Yes,150000
9450,"Warhammer® 40,000: Dawn of War® - Soulstorm",game,12.99,2008-03-05 00:00:00,-1,17,1,9450,1433,"1,000,000 .. 2,000,000",Yes,150000
9460,Frontlines™: Fuel of War™,game,19.99,2008-02-29 00:00:00,73,0,0,9460,154,"200,000 .. 500,000",Yes,250000
9480,Saints Row 2,game,9.99,2009-01-07 00:00:00,72,17,0,9480,322,"2,000,000 .. 5,000,000",Yes,3500000
9500,Gish,game,9.99,2007-07-20 00:00:00,80,0,1,9500,23,"200,000 .. 500,000",Yes,250000
9710,Desperados 2: Cooper's Revenge,game,9.99,2008-03-12 00:00:00,66,0,0,9710,0,"50,000 .. 100,000",Yes,75000
9760,Act of War: High Treason,game,2.99,2008-03-12 00:00:00,74,0,1,9760,0,"20,000 .. 50,000",Yes,35000
9800,Death to Spies,game,4.99,2008-03-12 00:00:00,69,0,0,9800,64,"100,000 .. 200,000",Yes,150000
9850,Codename: Panzers - Cold War,game,14.99,2009-05-06 00:00:00,-1,0,1,9850,0,"20,000 .. 50,000",Yes,35000
9880,Champions Online,game,0.0,2011-06-14 00:00:00,72,0,1,9880,12952,"1,000,000 .. 2,000,000",Yes,150000
9900,Star Trek Online,game,0.0,2012-01-31 00:00:00,76,0,1,9900,2514,"1,000,000 .. 2,000,000",Yes,150000
9940,Blade Kitten,game,2.99,2014-05-22 00:00:00,52,0,0,9940,222,"50,000 .. 100,000",Yes,75000
9960,Haunted House™,game,5.99,2010-09-28 00:00:00,-1,0,0,9960,0,"0 .. 20,000",Yes,10000
9970,Star Raiders,game,9.99,2011-05-11 00:00:00,-1,0,0,9970,0,"0 .. 20,000",Yes,10000
9980,The UnderGarden,game,6.99,2010-11-10 00:00:00,67,0,0,9980,23,"20,000 .. 50,000",Yes,35000
10090,Call of Duty: World at War,game,19.99,2008-11-18 00:00:00,83,17,1,10090,2331,"1,000,000 .. 2,000,000",Yes,150000
10110,Space Quest™ Collection,game,19.99,2009-07-23 00:00:00,-1,0,0,10110,10,"100,000 .. 200,000",Yes,150000
10120,Aces of the Galaxy™,game,9.99,2009-07-23 00:00:00,-1,0,0,10120,0,"0 .. 20,000",Yes,10000
10130,TimeShift™,game,19.99,2009-07-23 00:00:00,71,0,1,10130,0,"100,000 .. 200,000",Yes,150000
10140,3D Ultra™ Minigolf Adventures,game,9.99,2009-07-23 00:00:00,-1,0,0,10140,0,"0 .. 20,000",Yes,10000
10150,Prototype™,game,19.99,2009-06-10 00:00:00,79,17,0,10150,645,"500,000 .. 1,000,000",Yes,750000
10180,Call of Duty®: Modern Warfare® 2,game,19.99,2009-11-11 00:00:00,86,0,1,10180,999,"5,000,000 .. 10,000,000",Yes,7500000
10230,Dead Mountaineer's Hotel,game,9.99,2011-10-28 00:00:00,-1,0,0,10230,0,"0 .. 20,000",Yes,10000
10240,A Stroke of Fate: Operation Valkyrie,game,9.99,2011-10-28 00:00:00,-1,0,0,10240,0,"0 .. 20,000",Yes,10000
10250,PT Boats: Knights of the Sea,game,9.99,2011-10-28 00:00:00,-1,0,1,10250,0,"0 .. 20,000",Yes,10000
10260,PT Boats: South Gambit,game,9.99,2011-10-28 00:00:00,-1,0,1,10260,0,"0 .. 20,000",Yes,10000
10270,Disciples III: Reincarnation,game,19.99,2014-02-14 00:00:00,-1,0,1,10270,889,"50,000 .. 100,000",Yes,75000
10460,The Club™,game,14.99,2008-02-20 00:00:00,67,0,1,10460,0,"20,000 .. 50,000",Yes,35000
10500,Empire: Total War™,game,19.99,2009-03-03 00:00:00,90,0,1,10500,3176,"2,000,000 .. 5,000,000",Yes,3500000
10680,Aliens vs. Predator™,game,14.99,2010-02-16 00:00:00,68,17,1,10680,170,"1,000,000 .. 2,000,000",Yes,150000
11020,TrackMania Nations Forever,game,0.0,2008-04-16 00:00:00,-1,0,1,11020,902,"2,000,000 .. 5,000,000",Yes,3500000
11040,Sherlock Holmes - Nemesis,game,9.99,2008-08-07 00:00:00,71,0,0,11040,0,"100,000 .. 200,000",Yes,150000
11050,Dracula Origin,game,9.99,2008-08-07 00:00:00,70,0,0,11050,0,"20,000 .. 50,000",Yes,35000
11130,Sherlock Holmes: The Mystery of the Mummy,game,9.99,2009-08-06 00:00:00,-1,0,0,11130,0,"100,000 .. 200,000",Yes,150000
11140,Sherlock Holmes: The Awakened - Remastered Edition,game,9.99,2009-08-06 00:00:00,72,0,0,11140,0,"100,000 .. 200,000",Yes,150000
11150,Sherlock Holmes: The Silver Earring,game,9.99,2009-08-06 00:00:00,68,0,0,11150,0,"50,000 .. 100,000",Yes,75000
11190,Sherlock Holmes versus Jack the Ripper,game,9.99,2009-12-23 00:00:00,73,0,0,11190,0,"100,000 .. 200,000",Yes,150000
11200,Shadowgrounds Survivor,game,9.99,2007-11-14 00:00:00,79,17,0,11200,355,"200,000 .. 500,000",Yes,250000
11230,Gumboy Tournament,game,2.99,2008-05-19 00:00:00,-1,0,1,11230,46,"50,000 .. 100,000",Yes,75000
11240,Space Trader: Merchant Marine,game,4.99,2008-10-23 00:00:00,-1,0,1,11240,15,"200,000 .. 500,000",Yes,250000
11250,Pacific Storm,game,7.99,2008-06-24 00:00:00,67,0,1,11250,0,"50,000 .. 100,000",Yes,75000
11260,Pacific Storm Allies,game,13.99,2008-08-18 00:00:00,60,0,1,11260,0,"50,000 .. 100,000",Yes,75000
11280,Penguins Arena: Sedna's World,game,5.99,2008-12-18 00:00:00,-1,0,1,11280,91,"100,000 .. 200,000",Yes,150000
11330,Obulis,game,4.99,2009-03-19 00:00:00,-1,0,0,11330,41,"100,000 .. 200,000",Yes,150000
11340,Larva Mortus,game,4.99,2009-03-19 00:00:00,64,0,0,11340,76,"100,000 .. 200,000",Yes,150000
11360,Chains,game,4.99,2009-07-01 00:00:00,-1,0,0,11360,36,"100,000 .. 200,000",Yes,150000
11450,Overlord™,game,4.99,2009-11-12 00:00:00,81,0,0,11450,304,"1,000,000 .. 2,000,000",Yes,150000
11480,Soldiers: Heroes of World War II,game,4.99,2014-07-03 00:00:00,77,0,1,11480,0,"100,000 .. 200,000",Yes,150000
11560,Maelstrom: The Battle for Earth Begins,game,4.99,2009-02-13 00:00:00,58,0,0,11560,0,"20,000 .. 50,000",Yes,35000
11590,Hospital Tycoon,game,4.99,2009-02-13 00:00:00,51,0,0,11590,119,"200,000 .. 500,000",Yes,250000
12100,Grand Theft Auto III,game,9.99,2011-01-06 00:00:00,93,17,0,12100,98,"1,000,000 .. 2,000,000",Yes,150000
12110,Grand Theft Auto: Vice City,game,9.99,2011-01-10 00:00:00,94,17,0,12110,209,"2,000,000 .. 5,000,000",Yes,3500000
12120,Grand Theft Auto: San Andreas,game,14.99,2011-01-06 00:00:00,93,17,0,12120,807,"2,000,000 .. 5,000,000",Yes,3500000
12140,Max Payne,game,9.99,2008-01-04 00:00:00,89,17,0,12140,316,"500,000 .. 1,000,000",Yes,750000
12170,Grand Theft Auto,game,0.0,2008-01-04 00:00:00,-1,0,0,12170,7,"500,000 .. 1,000,000",Yes,750000
12180,Grand Theft Auto 2,game,0.0,2008-01-04 00:00:00,-1,0,0,12180,3,"500,000 .. 1,000,000",Yes,750000
12200,Bully: Scholarship Edition,game,14.99,2008-10-21 00:00:00,72,0,0,12200,319,"1,000,000 .. 2,000,000",Yes,150000
12210,Grand Theft Auto IV,game,19.99,2008-12-02 00:00:00,90,17,1,12210,1255,"2,000,000 .. 5,000,000",Yes,3500000
12310,Culpa Innata,game,9.99,2008-01-18 00:00:00,66,0,0,12310,0,"20,000 .. 50,000",Yes,35000
12320,Sacred Gold,game,9.99,2008-07-09 00:00:00,74,0,0,12320,337,"200,000 .. 500,000",Yes,250000
12330,Darkstar One,game,7.99,2008-02-13 00:00:00,71,0,0,12330,0,"100,000 .. 200,000",Yes,150000
12340,Jack Keane,game,9.99,2008-06-27 00:00:00,69,0,0,12340,0,"20,000 .. 50,000",Yes,35000
12360,FlatOut: Ultimate Carnage,game,19.99,2008-08-26 00:00:00,79,0,1,12360,37,"200,000 .. 500,000",Yes,250000
12390,Exodus from the Earth ,game,14.99,2008-10-24 00:00:00,-1,0,1,12390,0,"0 .. 20,000",Yes,10000
12420,Perimeter 2: New Earth,game,14.99,2009-02-10 00:00:00,43,0,1,12420,0,"0 .. 20,000",Yes,10000
12430,SlamIt Pinball Big Score,game,4.99,2009-02-23 00:00:00,-1,0,0,12430,2,"0 .. 20,000",Yes,10000
12440,Ankh 2: Heart of Osiris ,game,4.99,2009-06-16 00:00:00,-1,0,0,12440,0,"20,000 .. 50,000",Yes,35000
12450,Ankh 3: Battle of the Gods,game,9.99,2009-06-16 00:00:00,-1,0,0,12450,0,"20,000 .. 50,000",Yes,35000
12460,BC Kings,game,4.99,2009-06-16 00:00:00,-1,0,1,12460,0,"20,000 .. 50,000",Yes,35000
12470,Port Royale 2,game,4.99,2009-06-16 00:00:00,75,0,0,12470,203,"50,000 .. 100,000",Yes,75000
12480,9th Company: Roots Of Terror,game,9.99,2009-12-03 00:00:00,-1,0,0,12480,0,"20,000 .. 50,000",Yes,35000
12500,PuzzleQuest: Challenge of the Warlords,game,9.99,2008-01-29 00:00:00,84,0,1,12500,52,"100,000 .. 200,000",Yes,150000
12510,Prison Tycoon 3™: Lockdown,game,9.99,2008-01-29 00:00:00,-1,0,0,12510,0,"20,000 .. 50,000",Yes,35000
12520,18 Wheels of Steel: American Long Haul,game,9.99,2008-01-29 00:00:00,-1,0,0,12520,0,"50,000 .. 100,000",Yes,75000
12530,Hunting Unlimited™ 2008,game,9.99,2008-01-29 00:00:00,-1,0,0,12530,0,"20,000 .. 50,000",Yes,35000
12540,Mahjongg Investigations: Under Suspicion,game,9.99,2008-07-29 00:00:00,-1,0,0,12540,0,"20,000 .. 50,000",Yes,35000
12560,Ride! Carnival Tycoon,game,9.99,2008-07-29 00:00:00,-1,0,0,12560,0,"20,000 .. 50,000",Yes,35000
12590,Sprint Cars Road to Knoxville,game,9.99,2008-07-29 00:00:00,-1,0,1,12590,0,"20,000 .. 50,000",Yes,35000
12600,Midnight Outlaw: 6 Hours to SunUp,game,9.99,2008-07-29 00:00:00,-1,0,0,12600,0,"20,000 .. 50,000",Yes,35000
12640,Drakensang,game,9.99,2009-03-09 00:00:00,75,0,0,12640,0,"100,000 .. 200,000",Yes,150000
12670,Mission Runway,game,9.99,2009-07-17 00:00:00,-1,0,0,12670,0,"0 .. 20,000",Yes,10000
12710,Overlord™: Raising Hell,game,9.99,2009-11-12 00:00:00,-1,0,0,12710,446,"500,000 .. 1,000,000",Yes,750000
12770,Rise of the Argonauts,game,9.99,2009-01-07 00:00:00,59,17,0,12770,88,"200,000 .. 500,000",Yes,250000
12790,Damnation,game,9.99,2009-05-22 00:00:00,41,17,1,12790,0,"50,000 .. 100,000",Yes,75000
12810,Overlord II,game,9.99,2009-06-24 00:00:00,79,0,0,12810,197,"1,000,000 .. 2,000,000",Yes,150000
12830,Operation Flashpoint: Dragon Rising,game,9.99,2009-10-06 00:00:00,76,17,0,12830,413,"500,000 .. 1,000,000",Yes,750000
12900,AudioSurf,game,9.99,2008-02-15 00:00:00,85,0,0,12900,2300,"1,000,000 .. 2,000,000",Yes,150000
13000,Ninja Reflex: Steamworks Edition,game,4.99,2008-03-21 00:00:00,57,0,1,13000,121,"0 .. 20,000",Yes,10000
13140,America's Army 3,game,0.0,2009-06-17 00:00:00,70,0,1,13140,12,"500,000 .. 1,000,000",Yes,750000
13200,Unreal 2: The Awakening,game,14.99,2008-03-17 00:00:00,75,17,0,13200,682,"200,000 .. 500,000",Yes,250000
13210,Unreal Tournament 3 Black,game,19.99,2009-03-05 00:00:00,83,17,1,13210,542,"500,000 .. 1,000,000",Yes,750000
13230,Unreal Tournament 2004: Editor's Choice Edition,game,14.99,2004-03-17 00:00:00,93,17,1,13230,414,"200,000 .. 500,000",Yes,250000
13240,Unreal Tournament: Game of the Year Edition,game,9.99,2008-03-17 00:00:00,92,17,1,13240,565,"200,000 .. 500,000",Yes,250000
13500,Prince of Persia: Warrior Within™,game,9.99,2008-11-21 00:00:00,83,17,0,13500,307,"200,000 .. 500,000",Yes,250000
13520,Far Cry®,game,9.99,2008-04-01 00:00:00,89,17,0,13520,126,"500,000 .. 1,000,000",Yes,750000
13530,Prince of Persia: The Two Thrones™,game,9.99,2008-11-21 00:00:00,85,17,0,13530,205,"200,000 .. 500,000",Yes,250000
13540,Tom Clancy's Rainbow Six® Vegas,game,9.99,2008-04-09 00:00:00,85,17,1,13540,0,"200,000 .. 500,000",Yes,250000
13560,Tom Clancy's Splinter Cell®,game,9.99,2008-04-01 00:00:00,91,0,0,13560,28,"200,000 .. 500,000",Yes,250000
13570,Tom Clancy's Splinter Cell Chaos Theory®,game,9.99,2009-08-27 00:00:00,92,0,1,13570,22,"200,000 .. 500,000",Yes,250000
13580,Tom Clancy's Splinter Cell Double Agent®,game,9.99,2009-02-13 00:00:00,80,17,1,13580,0,"200,000 .. 500,000",Yes,250000
13600,Prince of Persia®: The Sands of Time,game,9.99,2008-11-21 00:00:00,89,0,0,13600,167,"200,000 .. 500,000",Yes,250000
13620,Tom Clancy's Ghost Recon® Desert Siege™,game,4.99,2008-07-15 00:00:00,82,17,1,13620,2,"100,000 .. 200,000",Yes,150000
15000,Tom Clancy's Rainbow Six Lockdown™,game,9.99,2008-05-13 00:00:00,59,17,1,15000,20,"100,000 .. 200,000",Yes,150000
15080,Rayman Raving Rabbids™,game,9.99,2008-06-13 00:00:00,58,0,0,15080,29,"20,000 .. 50,000",Yes,35000
15100,Assassin's Creed™: Director's Cut Edition,game,19.99,2008-04-09 00:00:00,79,17,0,15100,360,"500,000 .. 1,000,000",Yes,750000
15120,Tom Clancy's Rainbow Six® Vegas 2,game,9.99,2008-04-16 00:00:00,78,17,1,15120,1349,"500,000 .. 1,000,000",Yes,750000
15130,Beyond Good and Evil™,game,9.99,2008-05-13 00:00:00,-1,0,0,15130,355,"200,000 .. 500,000",Yes,250000
15160,Petz® Horsez® 2,game,9.99,2008-06-13 00:00:00,-1,0,0,15160,0,"0 .. 20,000",Yes,10000
15170,Heroes of Might & Magic V,game,9.99,2008-05-13 00:00:00,77,0,0,15170,396,"200,000 .. 500,000",Yes,250000
15190,Brothers in Arms: Road to Hill 30™,game,9.99,2008-05-13 00:00:00,87,17,0,15190,69,"100,000 .. 200,000",Yes,150000
15200,Silent Hunter®: Wolves of the Pacific,game,9.99,2008-06-13 00:00:00,79,0,1,15200,134,"50,000 .. 100,000",Yes,75000
15210,Silent Hunter® III,game,9.99,2008-06-13 00:00:00,90,0,1,15210,0,"100,000 .. 200,000",Yes,150000
15240,Silent Hunter®: Wolves of the Pacific U-Boat Missions,game,9.99,2008-06-13 00:00:00,-1,0,1,15240,0,"50,000 .. 100,000",Yes,75000
15270,Cold Fear™,game,9.99,2008-05-13 00:00:00,66,17,0,15270,0,"20,000 .. 50,000",Yes,35000
15300,Tom Clancy's Ghost Recon®,game,9.99,2008-07-15 00:00:00,80,17,0,15300,476,"100,000 .. 200,000",Yes,150000
15320,IL-2 Sturmovik: 1946,game,9.99,2008-06-13 00:00:00,86,0,1,15320,1812,"200,000 .. 500,000",Yes,250000
15370,Heroes of Might & Magic V: Tribes of the East,game,9.99,2008-10-10 00:00:00,70,0,0,15370,6679,"200,000 .. 500,000",Yes,250000
15380,Heroes of Might & Magic V: Hammers of Fate,game,9.99,2008-10-10 00:00:00,66,0,0,15380,19,"200,000 .. 500,000",Yes,250000
15390,Brothers in Arms: Hell's Highway™,game,9.99,2008-10-08 00:00:00,79,17,0,15390,346,"100,000 .. 200,000",Yes,150000
15400,Harvest: Massive Encounter,game,7.99,2009-01-23 00:00:00,-1,0,0,15400,0,"20,000 .. 50,000",Yes,35000
15500,The Wonderful End of the World,game,9.99,2008-07-17 00:00:00,-1,0,0,15500,0,"100,000 .. 200,000",Yes,150000
15520,AaAaAA!!! - A Reckless Disregard for Gravity,game,9.99,2009-09-03 00:00:00,81,0,0,15520,151,"100,000 .. 200,000",Yes,150000
15560,AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome,game,9.99,2011-11-23 00:00:00,-1,0,0,15560,136,"200,000 .. 500,000",Yes,250000
15620,"Warhammer® 40,000™: Dawn of War® II",game,19.99,2009-02-18 00:00:00,85,17,1,15620,628,"2,000,000 .. 5,000,000",Yes,3500000
15700,Oddworld: Abe's Oddysee®,game,2.99,2008-08-28 00:00:00,-1,0,0,15700,387,"2,000,000 .. 5,000,000",Yes,3500000
15710,Oddworld: Abe's Exoddus®,game,2.99,2008-08-28 00:00:00,-1,0,0,15710,67,"200,000 .. 500,000",Yes,250000
15740,Oddworld: Munch's Oddysee,game,4.99,2010-12-20 00:00:00,-1,0,0,15740,3,"200,000 .. 500,000",Yes,250000
15750,Oddworld: Stranger's Wrath HD,game,9.99,2010-12-20 00:00:00,-1,0,0,15750,98,"200,000 .. 500,000",Yes,250000
15800,Planet Busters,game,9.99,2008-06-30 00:00:00,-1,0,0,15800,0,"0 .. 20,000",Yes,10000
15900,7 Wonders II,game,9.99,2008-06-10 00:00:00,-1,0,0,15900,0,"20,000 .. 50,000",Yes,35000
15910,Luxor Amun Rising,game,9.99,2008-06-10 00:00:00,-1,0,0,15910,0,"0 .. 20,000",Yes,10000
15920,Luxor 2,game,9.99,2008-06-10 00:00:00,-1,0,0,15920,0,"20,000 .. 50,000",Yes,35000
15930,Luxor 3,game,9.99,2008-06-10 00:00:00,-1,0,0,15930,102,"20,000 .. 50,000",Yes,35000
15960,Little Farm,game,9.99,2008-06-10 00:00:00,-1,0,0,15960,0,"20,000 .. 50,000",Yes,35000
15970,Luxor,game,9.99,2008-06-10 00:00:00,-1,0,0,15970,0,"0 .. 20,000",Yes,10000
16000,Discovery! A Seek and Find Adventure,game,9.99,2008-07-29 00:00:00,-1,0,0,16000,0,"0 .. 20,000",Yes,10000
16020,Samantha Swift and the Hidden Roses of Athena,game,9.99,2008-10-31 00:00:00,-1,0,0,16020,0,"20,000 .. 50,000",Yes,35000
16030,7 Wonders: Treasures of Seven,game,9.99,2008-11-14 00:00:00,-1,0,0,16030,0,"20,000 .. 50,000",Yes,35000
16040,Luxor: Quest for the Afterlife ,game,9.99,2008-12-15 00:00:00,-1,0,0,16040,0,"0 .. 20,000",Yes,10000
16060,Samantha Swift and the Golden Touch,game,9.99,2009-04-29 00:00:00,-1,0,0,16060,0,"20,000 .. 50,000",Yes,35000
16100,Virtual Villagers: A New Home,game,9.99,2008-05-12 00:00:00,-1,0,0,16100,0,"0 .. 20,000",Yes,10000
16110,Virtual Villagers: The Lost Children,game,9.99,2008-05-12 00:00:00,-1,0,0,16110,0,"0 .. 20,000",Yes,10000
16120,Plant Tycoon,game,9.99,2008-05-12 00:00:00,-1,0,0,16120,0,"0 .. 20,000",Yes,10000
16130,Fish Tycoon,game,9.99,2008-05-12 00:00:00,-1,0,0,16130,0,"0 .. 20,000",Yes,10000
16180,Virtual Villagers - The Secret City,game,9.99,2008-05-28 00:00:00,-1,0,0,16180,0,"0 .. 20,000",Yes,10000
16200,Virtual Families,game,9.99,2009-05-06 00:00:00,-1,0,0,16200,0,"0 .. 20,000",Yes,10000
16300,Everyday Shooter,game,9.99,2008-05-08 00:00:00,77,0,0,16300,37,"20,000 .. 50,000",Yes,35000
16500,Chaos Theory,game,2.99,2008-05-22 00:00:00,-1,0,0,16500,0,"0 .. 20,000",Yes,10000
16600,Trials 2: Second Edition,game,9.99,2008-05-28 00:00:00,-1,0,1,16600,382,"50,000 .. 100,000",Yes,75000
16620,Monster Trucks Nitro ,game,19.99,2009-01-29 00:00:00,-1,0,0,16620,0,"0 .. 20,000",Yes,10000
16710,Insecticide Part 1,game,2.99,2008-07-01 00:00:00,65,0,0,16710,264,"100,000 .. 200,000",Yes,150000
16720,Velvet Assassin,game,4.99,2009-05-01 00:00:00,61,17,0,16720,9,"200,000 .. 500,000",Yes,250000
16730,Legendary,game,2.99,2008-12-01 00:00:00,50,17,0,16730,90,"200,000 .. 500,000",Yes,250000
16810,Sid Meier's Civilization IV: Colonization,game,19.99,2008-09-23 00:00:00,83,0,1,16810,1,"1,000,000 .. 2,000,000",Yes,150000
17080,Tribes: Ascend,game,0.0,2012-06-27 00:00:00,86,0,1,17080,128,"2,000,000 .. 5,000,000",Yes,3500000
17100,Children of the Nile: Enhanced Edition,game,7.99,2008-07-08 00:00:00,75,0,0,17100,0,"50,000 .. 100,000",Yes,75000
17120,Children of the Nile: Alexandria,game,2.49,2008-09-22 00:00:00,-1,0,0,17120,0,"20,000 .. 50,000",Yes,35000
17140,Hinterland,game,9.99,2008-09-30 00:00:00,65,0,0,17140,0,"20,000 .. 50,000",Yes,35000
17180,Mosby's Confederacy,game,9.99,2008-11-19 00:00:00,-1,0,0,17180,0,"0 .. 20,000",Yes,10000
17300,Crysis,game,19.99,2008-09-17 00:00:00,91,17,0,17300,313,"1,000,000 .. 2,000,000",Yes,150000
17330,Crysis Warhead®,game,19.99,2008-09-17 00:00:00,84,17,0,17330,18,"500,000 .. 1,000,000",Yes,750000
17390,SPORE™,game,19.99,2008-12-19 00:00:00,84,0,0,17390,1142,"2,000,000 .. 5,000,000",Yes,3500000
17410,Mirror's Edge™,game,19.99,2009-01-14 00:00:00,81,0,0,17410,260,"2,000,000 .. 5,000,000",Yes,3500000
17430,Need for Speed Undercover,game,9.99,2008-12-19 00:00:00,65,0,1,17430,916,"200,000 .. 500,000",Yes,250000
17440,SPORE™ Creepy & Cute Parts Pack,game,19.99,2008-12-19 00:00:00,-1,0,0,17440,171,"500,000 .. 1,000,000",Yes,750000
17450,Dragon Age: Origins,game,19.99,2009-11-05 00:00:00,91,17,0,17450,2061,"500,000 .. 1,000,000",Yes,750000
17460,Mass Effect,game,19.99,2008-12-19 00:00:00,89,17,0,17460,612,"1,000,000 .. 2,000,000",Yes,150000
17470,Dead Space,game,19.99,2009-01-09 00:00:00,86,0,0,17470,295,"2,000,000 .. 5,000,000",Yes,3500000
17480,Command & Conquer: Red Alert 3,game,19.99,2009-01-08 00:00:00,82,0,0,17480,575,"500,000 .. 1,000,000",Yes,750000
17500,Zombie Panic! Source,mod,0.0,2008-10-03 00:00:00,-1,0,1,17500,948,"500,000 .. 1,000,000",Yes,750000
17570,"Pirates, Vikings, and Knights II",game,0.0,2010-02-12 00:00:00,-1,0,1,17570,117,"500,000 .. 1,000,000",Yes,750000
17580,Dystopia,game,0.0,2009-02-06 00:00:00,-1,0,1,17580,156,"200,000 .. 500,000",Yes,250000
17710,Nuclear Dawn,game,9.99,2011-09-26 00:00:00,71,0,1,17710,971,"200,000 .. 500,000",Yes,250000
17740,Empires Mod,game,0.0,2008-07-28 00:00:00,-1,0,1,17740,701,"100,000 .. 200,000",Yes,150000
